Mã đơn hàng,Ngày đặt hàng,Khu vực,Thành phố,Kênh bán hàng,Nhóm sản phẩm,Tên sản phẩm,Đơn giá (VNĐ),Số lượng,Doanh thu (VNĐ),Giảm giá (%),Thành tiền (VNĐ),Phí vận chuyển (VNĐ),Phương thức thanh toán,Giới tính KH,Tuổi KH,Đánh giá (sao),Trạng thái,Mã nhân viên
DH000384,2024-03-24,Miền Nam,Cần Thơ,Cửa hàng,Mỹ phẩm,Son môi,425000.0,3,1275000.0,0.0,1275000.0,68000.0,Chuyển khoản,Nữ,30.0,4.0,Hoàn thành,NV046
DH000385,2024-07-10,Miền Nam,TP.HCM,Siêu thị,Văn phòng phẩm,Kẹp giấy,29000.0,5,145000.0,0.0,145000.0,75000.0,Chuyển khoản,Nam,21.0,5.0,Hoàn thành,NV023
DH000386,2024-12-21,Miền Nam,Đồng Nai,Online,Gia dụng,Ấm siêu tốc,398000.0,2,796000.0,0.0,796000.0,65000.0,Chuyển khoản,Nữ,43.0,3.0,Hoàn thành,NV021
DH000387,2023-11-06,Miền Bắc,Hà Nội,Siêu thị,Thời trang,Đồng hồ,246000.0,3,738000.0,0.0,738000.0,75000.0,Ví điện tử,Nam,36.0,5.0,Hoàn thành,NV044
DH000388,2024-09-18,Miền Bắc,Bắc Ninh,Siêu thị,Thời trang,Quần jean,264000.0,6,1584000.0,0.0,1584000.0,40000.0,Ví điện tử,Nam,23.0,2.0,Hoàn thành,NV003
DH000389,2024-10-31,Miền Nam,TP.HCM,Siêu thị,Thực phẩm,Bánh tráng,59000.0,6,354000.0,5.0,336000.0,94000.0,Thẻ tín dụng,Nữ,34.0,4.0,Đã hủy,NV039
DH000390,2024-06-25,Miền Nam,TP.HCM,Cửa hàng,Mỹ phẩm,Son môi,119000.0,4,476000.0,15.0,405000.0,85000.0,Ví điện tử,Nữ,31.0,2.0,Đang giao,NV002
DH000391,2023-01-09,Tây Nguyên,Đắk Lắk,Đại lý,Điện tử,Laptop,62000.0,2,124000.0,5.0,118000.0,105000.0,Thẻ tín dụng,Nữ,49.0,5.0,Đang giao,NV014
DH000392,2024-11-14,Miền Trung,Đà Nẵng,Siêu thị,Mỹ phẩm,Son môi,585000.0,4,2340000.0,10.0,2106000.0,0.0,Ví điện tử,Nữ,42.0,3.0,Hoàn thành,NV020
DH000393,2024-07-21,Miền Trung,Khánh Hòa,Cửa hàng,Thời trang,Quần jean,1261000.0,3,3783000.0,0.0,3783000.0,0.0,Thẻ tín dụng,Nữ,27.0,4.0,Hoàn thành,NV022
DH000394,2023-11-03,Miền Nam,Bình Dương,Cửa hàng,Mỹ phẩm,Nước hoa,115000.0,2,230000.0,0.0,230000.0,124000.0,Ví điện tử,Nam,35.0,4.0,Trả hàng,NV034
DH000395,2024-11-10,Miền Trung,Đà Nẵng,Cửa hàng,Văn phòng phẩm,Kẹp giấy,9000.0,4,36000.0,0.0,36000.0,,Tiền mặt,Nam,29.0,4.0,Hoàn thành,NV008
DH000396,2023-04-17,Tây Nguyên,Đắk Lắk,Đại lý,Thực phẩm,Nước mắm,46000.0,8,368000.0,15.0,313000.0,38000.0,Ví điện tử,Nam,48.0,4.0,Hoàn thành,NV028
DH000397,2023-05-18,Miền Nam,TP.HCM,,Thời trang,Quần jean,258000.0,4,1032000.0,0.0,1032000.0,71000.0,Ví điện tử,Nam,29.0,4.0,Đang giao,NV015
DH000398,2023-09-28,Miền Trung,Khánh Hòa,Đại lý,Mỹ phẩm,Serum,490000.0,4,1960000.0,0.0,1960000.0,113000.0,Ví điện tử,Nữ,27.0,4.0,Hoàn thành,NV006
DH000399,2023-04-29,Miền Nam,TP.HCM,Đại lý,Thực phẩm,Gạo ST25,52000.0,6,312000.0,0.0,312000.0,86000.0,Ví điện tử,Nam,24.0,4.0,Hoàn thành,NV027
DH000400,2023-04-20,Miền Nam,Bình Dương,Online,Gia dụng,Bàn ủi,287000.0,4,1148000.0,0.0,1148000.0,92000.0,Ví điện tử,Nam,40.0,5.0,Đã hủy,NV049
DH000401,2024-07-20,Miền Bắc,Bắc Ninh,Đại lý,Thực phẩm,Trà xanh,23000.0,2,46000.0,15.0,39000.0,61000.0,Tiền mặt,Nam,37.0,4.0,Đang giao,NV043
DH000402,2023-06-09,Tây Nguyên,Đắk Lắk,Đại lý,Điện tử,Điện thoại,5651000.0,6,33906000.0,5.0,32211000.0,0.0,Tiền mặt,Nữ,27.0,4.0,Hoàn thành,NV025
DH000403,2023-10-06,Miền Nam,TP.HCM,Đại lý,Mỹ phẩm,Nước hoa,343000.0,3,1029000.0,0.0,1029000.0,145000.0,Chuyển khoản,Nữ,27.0,4.0,Hoàn thành,NV009
DH000404,2023-10-16,Miền Nam,TP.HCM,,Điện tử,Máy tính bảng,7141000.0,2,14282000.0,0.0,14282000.0,0.0,Chuyển khoản,Nữ,55.0,,Hoàn thành,NV029
DH000405,2024-09-11,Miền Trung,Đà Nẵng,Siêu thị,Văn phòng phẩm,Kẹp giấy,9000.0,5,45000.0,5.0,43000.0,58000.0,Chuyển khoản,Nữ,47.0,5.0,Hoàn thành,NV026
DH000406,2023-08-04,Miền Nam,Bình Dương,Đại lý,Thời trang,Áo thun,1306000.0,4,5224000.0,0.0,5224000.0,0.0,Ví điện tử,Nữ,35.0,4.0,Hoàn thành,NV037
DH000407,2023-12-18,Miền Trung,Khánh Hòa,Online,Gia dụng,Quạt điện,148000.0,3,444000.0,0.0,444000.0,68000.0,COD,Nữ,43.0,5.0,Hoàn thành,NV037
DH000408,2023-07-28,Miền Bắc,Bắc Ninh,Siêu thị,Thời trang,Giày thể thao,529000.0,5,2645000.0,10.0,2380000.0,0.0,Ví điện tử,Nữ,31.0,4.0,Hoàn thành,NV047
DH000409,2024-12-04,Tây Nguyên,Đắk Lắk,Cửa hàng,Thời trang,Túi xách,65000.0,1,65000.0,5.0,62000.0,107000.0,Chuyển khoản,Nam,35.0,5.0,Đã hủy,NV036
DH000410,2024-10-11,Miền Bắc,Bắc Ninh,Siêu thị,Thời trang,Đồng hồ,159000.0,3,477000.0,15.0,405000.0,70000.0,Tiền mặt,Nữ,45.0,4.0,Hoàn thành,NV008
DH000411,2023-09-28,Miền Trung,Huế,Cửa hàng,Gia dụng,Bàn ủi,1491000.0,4,5964000.0,0.0,5964000.0,0.0,Ví điện tử,Nữ,35.0,5.0,Hoàn thành,NV040
DH000412,2024-06-01,Tây Nguyên,Gia Lai,Siêu thị,Thực phẩm,Trà xanh,82000.0,4,328000.0,5.0,312000.0,60000.0,Ví điện tử,Nữ,23.0,2.0,Hoàn thành,NV023
DH000413,2024-05-15,Tây Nguyên,Gia Lai,Đại lý,Mỹ phẩm,Kem chống nắng,122000.0,3,366000.0,0.0,366000.0,68000.0,Tiền mặt,Nam,28.0,1.0,Đã hủy,NV042
DH000414,2023-09-15,Miền Nam,TP.HCM,Siêu thị,Thời trang,Giày thể thao,198000.0,4,792000.0,0.0,792000.0,67000.0,Tiền mặt,Nam,37.0,3.0,Hoàn thành,NV049
DH000415,2023-02-22,Miền Nam,Đồng Nai,Đại lý,Gia dụng,Quạt điện,536000.0,4,2144000.0,0.0,2144000.0,0.0,Ví điện tử,Nam,41.0,2.0,Hoàn thành,NV035
DH000416,2023-04-05,Miền Trung,Khánh Hòa,Đại lý,Gia dụng,Máy xay sinh tố,717000.0,4,2868000.0,0.0,2868000.0,0.0,Ví điện tử,Nam,49.0,4.0,Hoàn thành,NV049
DH000417,2024-10-11,Miền Bắc,Bắc Ninh,Siêu thị,Điện tử,Laptop,8980000.0,3,26940000.0,0.0,26940000.0,0.0,COD,Nữ,25.0,4.0,Hoàn thành,NV001
DH000418,2024-03-09,Miền Trung,Khánh Hòa,Cửa hàng,Thực phẩm,Bánh tráng,38000.0,2,76000.0,0.0,76000.0,99000.0,Chuyển khoản,Nữ,39.0,5.0,Hoàn thành,NV024
DH000419,2023-10-11,Miền Nam,TP.HCM,Cửa hàng,Thực phẩm,Cà phê,19000.0,7,133000.0,10.0,120000.0,86000.0,Thẻ tín dụng,Nam,25.0,3.0,Đang giao,NV029
DH000420,2023-02-15,Miền Nam,Bình Dương,Siêu thị,Thời trang,Áo thun,340000.0,4,1360000.0,0.0,1360000.0,118000.0,Ví điện tử,Nam,24.0,,Trả hàng,NV016
DH000421,2023-01-04,Miền Nam,TP.HCM,Đại lý,Thời trang,Đồng hồ,208000.0,2,416000.0,0.0,416000.0,141000.0,Chuyển khoản,Nữ,37.0,4.0,Hoàn thành,NV005
DH000422,2023-12-08,Miền Nam,Đồng Nai,Cửa hàng,Gia dụng,Nồi cơm điện,201000.0,4,804000.0,15.0,683000.0,45000.0,Chuyển khoản,Nữ,23.0,2.0,Hoàn thành,NV048
DH000423,2023-05-14,Miền Bắc,Quảng Ninh,Online,Thời trang,Đồng hồ,381000.0,6,2286000.0,0.0,2286000.0,0.0,Chuyển khoản,Nam,33.0,3.0,Hoàn thành,NV001
DH000424,2024-10-14,Miền Trung,Huế,Đại lý,Gia dụng,Bàn ủi,431000.0,1,431000.0,0.0,431000.0,73000.0,Tiền mặt,Nữ,32.0,5.0,Hoàn thành,NV033
DH000425,2023-09-26,Miền Bắc,Hà Nội,Siêu thị,Văn phòng phẩm,Kẹp giấy,17000.0,4,68000.0,5.0,65000.0,92000.0,Ví điện tử,Nữ,27.0,4.0,Hoàn thành,NV002
DH000426,2023-06-15,Miền Nam,TP.HCM,Đại lý,Thực phẩm,Gạo ST25,29000.0,6,174000.0,0.0,174000.0,126000.0,COD,Nữ,42.0,5.0,Hoàn thành,NV035
DH000427,2024-03-28,Miền Trung,Đà Nẵng,Online,Thực phẩm,Gạo ST25,67000.0,3,201000.0,0.0,201000.0,90000.0,Chuyển khoản,Nam,31.0,4.0,Đang giao,NV017
DH000428,2024-07-18,Miền Nam,TP.HCM,Online,Điện tử,Máy tính bảng,412000.0,6,2472000.0,0.0,2472000.0,0.0,Thẻ tín dụng,Nữ,31.0,5.0,Đã hủy,NV049
DH000429,2024-12-23,Miền Trung,Huế,Cửa hàng,Mỹ phẩm,Son môi,95000.0,6,570000.0,0.0,570000.0,147000.0,Chuyển khoản,Nam,26.0,5.0,Hoàn thành,NV047
DH000430,2024-03-13,Miền Bắc,Hải Phòng,Online,Thời trang,Áo thun,247000.0,2,494000.0,0.0,494000.0,129000.0,Chuyển khoản,Nữ,56.0,4.0,Hoàn thành,NV001
DH000431,2024-07-28,Miền Bắc,Quảng Ninh,Đại lý,Thực phẩm,Bánh tráng,142000.0,4,568000.0,0.0,568000.0,29000.0,Tiền mặt,Nữ,28.0,5.0,Hoàn thành,NV050
DH000432,2023-01-10,Miền Nam,Bình Dương,Cửa hàng,Văn phòng phẩm,Bút bi,22000.0,4,88000.0,5.0,84000.0,38000.0,Chuyển khoản,,28.0,2.0,Trả hàng,NV040
DH000433,2023-04-25,Miền Nam,Đồng Nai,Online,Thực phẩm,Cà phê,95000.0,3,285000.0,5.0,271000.0,63000.0,Tiền mặt,,38.0,2.0,Hoàn thành,NV049
DH000434,2023-03-19,Miền Bắc,Bắc Ninh,Cửa hàng,Gia dụng,Nồi cơm điện,1348000.0,8,10784000.0,5.0,10245000.0,0.0,Thẻ tín dụng,Nữ,36.0,4.0,Hoàn thành,NV013
DH000435,2024-12-08,Miền Bắc,Bắc Ninh,Cửa hàng,Thực phẩm,Gạo ST25,434000.0,8,3472000.0,0.0,3472000.0,0.0,Chuyển khoản,Nữ,25.0,5.0,Hoàn thành,NV008
DH000436,2023-06-02,Miền Nam,Cần Thơ,Siêu thị,Điện tử,Điện thoại,2102000.0,3,6306000.0,15.0,5360000.0,0.0,Thẻ tín dụng,Nữ,18.0,5.0,Trả hàng,NV012
DH000437,2024-07-12,Miền Bắc,Hải Phòng,Cửa hàng,Mỹ phẩm,Nước hoa,718000.0,2,1436000.0,10.0,1292000.0,75000.0,Thẻ tín dụng,Nam,41.0,5.0,Hoàn thành,NV016
DH000438,2023-02-06,Miền Nam,Cần Thơ,Cửa hàng,Điện tử,Loa bluetooth,6742000.0,4,26968000.0,0.0,26968000.0,0.0,Ví điện tử,Nữ,26.0,4.0,Hoàn thành,NV011
DH000439,2024-01-14,Miền Nam,TP.HCM,Online,Gia dụng,Quạt điện,1004000.0,3,3012000.0,20.0,2410000.0,0.0,Tiền mặt,Nữ,40.0,5.0,Hoàn thành,NV038
DH000440,2024-08-19,Miền Bắc,Hà Nội,Đại lý,Điện tử,Điện thoại,16814000.0,8,134512000.0,0.0,134512000.0,0.0,Ví điện tử,Nam,35.0,5.0,Hoàn thành,NV005
DH000441,2024-07-19,Miền Bắc,Hải Phòng,Đại lý,Mỹ phẩm,Serum,137000.0,4,548000.0,5.0,521000.0,127000.0,COD,Nam,38.0,4.0,Hoàn thành,NV048
DH000442,2023-06-01,Tây Nguyên,Lâm Đồng,Online,Điện tử,Điện thoại,1099000.0,4,4396000.0,0.0,4396000.0,0.0,Ví điện tử,Nữ,32.0,4.0,Hoàn thành,NV033
DH000443,2024-03-16,Miền Trung,Khánh Hòa,Đại lý,Thực phẩm,Cà phê,61000.0,8,488000.0,0.0,488000.0,18000.0,Tiền mặt,Nam,42.0,,Trả hàng,NV033
DH000444,2023-05-11,Miền Trung,Nghệ An,Cửa hàng,Thực phẩm,Trà xanh,45000.0,4,180000.0,0.0,180000.0,44000.0,Ví điện tử,Nữ,21.0,3.0,Hoàn thành,NV010
DH000445,2023-02-12,Miền Nam,Bình Dương,Siêu thị,Thực phẩm,Trà xanh,61000.0,4,244000.0,50.0,122000.0,19000.0,Ví điện tử,Nam,,3.0,Hoàn thành,NV027
DH000446,2023-11-12,Tây Nguyên,Gia Lai,Cửa hàng,Thời trang,Túi xách,1047000.0,7,7329000.0,15.0,6230000.0,0.0,Ví điện tử,Nam,20.0,5.0,Hoàn thành,NV020
DH000447,2024-01-09,Tây Nguyên,Gia Lai,Cửa hàng,Thực phẩm,Nước mắm,38000.0,5,190000.0,0.0,190000.0,25000.0,Chuyển khoản,Nam,26.0,5.0,Hoàn thành,NV013
DH000448,2023-02-10,Miền Nam,Cần Thơ,Siêu thị,Thời trang,Áo thun,235000.0,4,940000.0,0.0,940000.0,118000.0,Ví điện tử,Nam,24.0,3.0,Đang giao,NV014
DH000449,2024-01-02,Miền Trung,Huế,Online,Thực phẩm,Cà phê,56000.0,5,280000.0,0.0,280000.0,63000.0,Tiền mặt,Nữ,38.0,4.0,Hoàn thành,NV014
DH000450,2023-08-04,Miền Bắc,Bắc Ninh,Cửa hàng,Thời trang,Quần jean,250000.0,5,1250000.0,0.0,1250000.0,110000.0,Thẻ tín dụng,Nữ,18.0,5.0,Đang giao,NV036
DH000451,2024-11-29,Miền Nam,Bình Dương,Cửa hàng,Thực phẩm,Gạo ST25,16000.0,2,32000.0,15.0,27000.0,88000.0,Thẻ tín dụng,Nam,37.0,4.0,Hoàn thành,NV041
DH000452,2023-09-13,Miền Nam,Bình Dương,Online,Thời trang,Túi xách,189000.0,3,567000.0,0.0,567000.0,48000.0,Ví điện tử,Nam,49.0,5.0,Trả hàng,NV009
DH000453,2024-11-13,Miền Trung,Nghệ An,Cửa hàng,Văn phòng phẩm,Bìa hồ sơ,21000.0,4,84000.0,5.0,80000.0,82000.0,Ví điện tử,Nam,42.0,5.0,Hoàn thành,NV025
DH000454,2023-04-16,Tây Nguyên,Lâm Đồng,Cửa hàng,Thực phẩm,Trà xanh,118000.0,3,354000.0,0.0,354000.0,46000.0,Ví điện tử,Nữ,22.0,3.0,Hoàn thành,NV002
DH000455,2023-12-29,Miền Bắc,Hà Nội,Đại lý,Điện tử,Laptop,500000.0,1,500000.0,10.0,450000.0,61000.0,Tiền mặt,Nữ,39.0,4.0,Hoàn thành,NV003
DH000456,2024-07-27,Miền Trung,Huế,Online,Thực phẩm,Trà xanh,25000.0,2,50000.0,0.0,50000.0,134000.0,Ví điện tử,Nữ,45.0,,Hoàn thành,NV001
DH000457,2024-02-21,Miền Bắc,Hà Nội,Cửa hàng,Mỹ phẩm,Son môi,206000.0,1,206000.0,0.0,206000.0,125000.0,Thẻ tín dụng,Nữ,32.0,5.0,Hoàn thành,NV022
DH000458,2024-09-27,Miền Trung,Huế,Cửa hàng,Điện tử,Điện thoại,166000.0,4,664000.0,0.0,664000.0,74000.0,Ví điện tử,Nam,48.0,4.0,Hoàn thành,NV022
DH000459,2023-06-08,Miền Bắc,Hà Nội,Siêu thị,Gia dụng,Máy xay sinh tố,366000.0,1,366000.0,0.0,366000.0,38000.0,COD,Nam,36.0,1.0,Hoàn thành,NV040
DH000460,2023-08-31,Miền Bắc,Bắc Ninh,Siêu thị,Thực phẩm,Gạo ST25,18000.0,3,54000.0,0.0,54000.0,37000.0,Chuyển khoản,Nam,41.0,4.0,Hoàn thành,NV032
DH000461,2023-06-16,Miền Bắc,Quảng Ninh,Siêu thị,Điện tử,Điện thoại,10340000.0,2,20680000.0,0.0,20680000.0,0.0,Ví điện tử,Nam,28.0,4.0,Hoàn thành,NV049
DH000462,2023-07-01,Miền Nam,Cần Thơ,Cửa hàng,Mỹ phẩm,Sữa rửa mặt,100000.0,3,300000.0,0.0,300000.0,82000.0,COD,Nam,38.0,4.0,Hoàn thành,NV041
DH000463,2024-02-27,Miền Nam,Cần Thơ,Cửa hàng,Thời trang,Quần jean,1126000.0,1,1126000.0,0.0,1126000.0,87000.0,Tiền mặt,Nam,32.0,4.0,Hoàn thành,NV045
DH000464,2023-01-26,Miền Nam,Cần Thơ,Siêu thị,Thời trang,Túi xách,731000.0,8,5848000.0,0.0,5848000.0,0.0,Ví điện tử,Nam,35.0,5.0,Hoàn thành,NV041
DH000465,2023-07-03,Tây Nguyên,Đắk Lắk,Đại lý,Mỹ phẩm,Son môi,112000.0,4,448000.0,5.0,426000.0,66000.0,Tiền mặt,Nam,40.0,4.0,Hoàn thành,NV019
DH000466,2023-12-07,Miền Trung,Nghệ An,Đại lý,Gia dụng,Ấm siêu tốc,236000.0,3,708000.0,10.0,637000.0,65000.0,Tiền mặt,Nam,26.0,5.0,Đang giao,NV031
DH000467,2024-02-26,Miền Bắc,Hải Phòng,Đại lý,Mỹ phẩm,Son môi,168000.0,5,840000.0,0.0,840000.0,51000.0,Ví điện tử,Nữ,34.0,3.0,Đang giao,NV031
DH000468,2024-11-16,Miền Nam,Đồng Nai,Đại lý,Thực phẩm,Gạo ST25,47000.0,2,94000.0,10.0,85000.0,117000.0,COD,Nam,55.0,2.0,Hoàn thành,NV010
DH000469,2023-09-12,Miền Bắc,Bắc Ninh,Online,Gia dụng,Nồi cơm điện,637000.0,5,3185000.0,0.0,3185000.0,0.0,Tiền mặt,Nam,45.0,3.0,Hoàn thành,NV046
DH000470,2023-10-01,Tây Nguyên,Gia Lai,Siêu thị,Mỹ phẩm,Sữa rửa mặt,99000.0,6,594000.0,0.0,594000.0,121000.0,Ví điện tử,Nữ,40.0,2.0,Hoàn thành,NV032
DH000471,2023-06-13,Miền Bắc,Quảng Ninh,Cửa hàng,Điện tử,Máy tính bảng,4898000.0,4,19592000.0,0.0,19592000.0,0.0,Thẻ tín dụng,Nam,36.0,3.0,Hoàn thành,NV014
DH000472,2024-12-19,Tây Nguyên,Gia Lai,Siêu thị,Gia dụng,Nồi cơm điện,602000.0,3,1806000.0,0.0,1806000.0,36000.0,Thẻ tín dụng,Nữ,44.0,4.0,Hoàn thành,NV036
DH000473,2023-04-21,Miền Bắc,Quảng Ninh,Đại lý,Thực phẩm,Gạo ST25,41000.0,1,41000.0,0.0,41000.0,86000.0,Chuyển khoản,Nữ,29.0,4.0,Hoàn thành,NV005
DH000474,2024-01-27,Miền Nam,Bình Dương,Cửa hàng,Điện tử,Tai nghe,851000.0,1,851000.0,0.0,851000.0,93000.0,Chuyển khoản,Nữ,41.0,5.0,Hoàn thành,NV017
DH000475,2023-02-09,Miền Nam,Đồng Nai,Online,Thực phẩm,Gạo ST25,45000.0,5,225000.0,0.0,225000.0,146000.0,Chuyển khoản,Nam,24.0,4.0,Hoàn thành,NV003
DH000476,2024-04-26,Tây Nguyên,Lâm Đồng,Siêu thị,Điện tử,Tai nghe,750000.0,1,750000.0,0.0,750000.0,97000.0,Chuyển khoản,Nữ,28.0,4.0,Hoàn thành,NV042
DH000477,2023-08-16,Miền Bắc,Hải Phòng,Cửa hàng,Gia dụng,Máy xay sinh tố,521000.0,5,2605000.0,15.0,2214000.0,0.0,COD,Nam,31.0,2.0,Hoàn thành,NV018
DH000478,2023-07-24,Miền Nam,TP.HCM,Cửa hàng,Thực phẩm,Cà phê,53000.0,6,318000.0,0.0,318000.0,40000.0,Ví điện tử,Nữ,49.0,4.0,Đang giao,NV006
DH000479,2024-04-16,Tây Nguyên,Lâm Đồng,Đại lý,Văn phòng phẩm,Kẹp giấy,17000.0,3,51000.0,0.0,51000.0,27000.0,Chuyển khoản,Nam,49.0,3.0,Hoàn thành,NV047
DH000480,2023-12-25,Miền Nam,TP.HCM,Đại lý,Điện tử,Loa bluetooth,16654000.0,1,16654000.0,0.0,16654000.0,0.0,Ví điện tử,Nam,38.0,3.0,Hoàn thành,NV005
DH000481,2023-11-09,Miền Nam,Đồng Nai,Siêu thị,Thực phẩm,Trà xanh,46000.0,2,92000.0,0.0,92000.0,119000.0,Thẻ tín dụng,Nữ,30.0,5.0,Hoàn thành,NV026
DH000482,2023-08-22,Miền Nam,Cần Thơ,Online,Thời trang,Túi xách,670000.0,7,4690000.0,0.0,4690000.0,0.0,Ví điện tử,Nữ,30.0,4.0,Hoàn thành,NV043
DH000483,2023-08-17,Miền Trung,Đà Nẵng,Cửa hàng,Thực phẩm,Bánh tráng,57000.0,2,114000.0,0.0,114000.0,26000.0,Tiền mặt,Nam,46.0,1.0,Hoàn thành,NV001
DH000484,2023-01-25,Miền Nam,Cần Thơ,Đại lý,Gia dụng,Bàn ủi,423000.0,1,423000.0,0.0,423000.0,80000.0,Ví điện tử,Nam,34.0,4.0,Hoàn thành,NV020
DH000485,2024-11-06,Miền Nam,Cần Thơ,Siêu thị,Gia dụng,Nồi cơm điện,460000.0,3,1380000.0,0.0,1380000.0,69000.0,Tiền mặt,Nam,41.0,5.0,Hoàn thành,NV028
DH000486,2023-07-17,Tây Nguyên,Lâm Đồng,Đại lý,Mỹ phẩm,Nước hoa,190000.0,4,760000.0,0.0,760000.0,114000.0,Tiền mặt,Nữ,,4.0,Hoàn thành,NV008
DH000487,2024-02-13,Miền Bắc,Hải Phòng,Siêu thị,Mỹ phẩm,Son môi,257000.0,8,2056000.0,20.0,1645000.0,92000.0,Ví điện tử,Nam,55.0,4.0,Hoàn thành,NV033
DH000488,2023-12-03,Miền Bắc,Hải Phòng,Đại lý,Điện tử,Điện thoại,633000.0,4,2532000.0,0.0,2532000.0,0.0,Ví điện tử,,28.0,4.0,Hoàn thành,NV029
DH000489,2023-10-13,Tây Nguyên,Lâm Đồng,Online,Thời trang,Túi xách,93000.0,5,465000.0,0.0,465000.0,39000.0,Chuyển khoản,Nam,37.0,5.0,Đang giao,NV034
DH000490,2023-03-13,Miền Nam,Bình Dương,Cửa hàng,Gia dụng,Nồi cơm điện,790000.0,5,3950000.0,10.0,3555000.0,0.0,Chuyển khoản,Nữ,25.0,4.0,Đã hủy,NV019
DH000491,2023-10-13,Miền Trung,Khánh Hòa,Đại lý,Thực phẩm,Nước mắm,86000.0,2,172000.0,0.0,172000.0,60000.0,Ví điện tử,Nam,32.0,5.0,Trả hàng,NV028
DH000492,2023-12-26,Miền Nam,Cần Thơ,Cửa hàng,Điện tử,Laptop,4894000.0,4,19576000.0,15.0,16640000.0,0.0,Tiền mặt,Nữ,37.0,4.0,Hoàn thành,NV044
DH000493,2024-10-18,Miền Bắc,Bắc Ninh,Siêu thị,Thực phẩm,Cà phê,55000.0,2,110000.0,0.0,110000.0,50000.0,Ví điện tử,Nam,41.0,5.0,Trả hàng,NV009
DH000494,2024-06-05,Miền Bắc,Hải Phòng,Online,Thực phẩm,Nước mắm,79000.0,5,395000.0,10.0,356000.0,76000.0,Tiền mặt,Nữ,24.0,5.0,Hoàn thành,NV048
DH000495,2024-02-14,Miền Trung,Đà Nẵng,Cửa hàng,Thực phẩm,Bánh tráng,77000.0,5,385000.0,0.0,385000.0,127000.0,Tiền mặt,Nam,40.0,3.0,Hoàn thành,NV030
DH000496,2024-11-26,Miền Trung,Nghệ An,Đại lý,Mỹ phẩm,Serum,406000.0,6,2436000.0,0.0,2436000.0,0.0,Thẻ tín dụng,Nữ,25.0,5.0,Hoàn thành,NV028
DH000497,2024-07-03,Miền Nam,TP.HCM,Cửa hàng,Thực phẩm,Gạo ST25,30000.0,4,120000.0,0.0,120000.0,55000.0,Chuyển khoản,Nữ,30.0,3.0,Hoàn thành,NV001
DH000498,2023-12-06,Miền Bắc,Hà Nội,Cửa hàng,Điện tử,Tai nghe,536000.0,7,3752000.0,0.0,3752000.0,0.0,Chuyển khoản,Nam,38.0,5.0,Đang giao,NV032
DH000499,2023-01-29,Tây Nguyên,Lâm Đồng,Siêu thị,Điện tử,Loa bluetooth,1255000.0,4,5020000.0,5.0,4769000.0,0.0,Chuyển khoản,Nữ,18.0,3.0,Hoàn thành,NV035
DH000500,2023-04-29,Tây Nguyên,Đắk Lắk,Online,Mỹ phẩm,Son môi,197000.0,3,591000.0,0.0,591000.0,97000.0,Ví điện tử,Nam,31.0,5.0,Đang giao,NV040
DH000501,2023-09-25,Miền Nam,TP.HCM,Online,Văn phòng phẩm,Bút bi,13000.0,2,26000.0,5.0,25000.0,24000.0,Chuyển khoản,Nữ,38.0,3.0,Hoàn thành,NV006
DH000502,2023-07-02,Miền Nam,Cần Thơ,Cửa hàng,Gia dụng,Máy xay sinh tố,134000.0,8,1072000.0,30.0,750000.0,46000.0,Chuyển khoản,Nữ,33.0,5.0,Hoàn thành,NV045
DH000503,2024-08-17,Miền Trung,Nghệ An,Cửa hàng,Thời trang,Áo thun,1189000.0,9,10701000.0,0.0,10701000.0,0.0,Tiền mặt,Nam,33.0,4.0,Hoàn thành,NV017
DH000504,2023-09-29,Miền Nam,Đồng Nai,Siêu thị,Văn phòng phẩm,Bút bi,13000.0,3,39000.0,0.0,39000.0,132000.0,Chuyển khoản,Nữ,44.0,5.0,Hoàn thành,NV007
DH000505,2023-02-09,Miền Nam,Cần Thơ,Cửa hàng,Gia dụng,Nồi cơm điện,564000.0,6,3384000.0,0.0,3384000.0,0.0,Tiền mặt,Nữ,24.0,4.0,Hoàn thành,NV048
DH000506,2023-04-22,Miền Bắc,Quảng Ninh,Siêu thị,Mỹ phẩm,Nước hoa,613000.0,4,2452000.0,0.0,2452000.0,0.0,Ví điện tử,Nữ,23.0,3.0,Hoàn thành,NV039
DH000507,2024-09-02,Tây Nguyên,Đắk Lắk,Online,Gia dụng,Bàn ủi,97000.0,6,582000.0,0.0,582000.0,63000.0,Tiền mặt,Nam,24.0,4.0,Hoàn thành,NV042
DH000508,2024-03-20,Miền Nam,TP.HCM,Online,Thời trang,Đồng hồ,199000.0,3,597000.0,15.0,507000.0,126000.0,COD,Nữ,44.0,3.0,Hoàn thành,NV041
DH000509,2023-12-20,Tây Nguyên,Đắk Lắk,Siêu thị,Thực phẩm,Cà phê,40000.0,5,200000.0,15.0,170000.0,99000.0,Chuyển khoản,Nam,30.0,5.0,Hoàn thành,NV045
DH000510,2023-11-18,Miền Nam,Cần Thơ,Cửa hàng,Điện tử,Tai nghe,1336000.0,2,2672000.0,0.0,2672000.0,0.0,Ví điện tử,Nam,45.0,4.0,Đã hủy,NV008
DH000511,2024-03-22,Miền Nam,Bình Dương,Online,Thời trang,Áo thun,261000.0,4,1044000.0,25.0,783000.0,120000.0,Chuyển khoản,Nam,42.0,4.0,Hoàn thành,NV043
